Regulator	Molecule Type	Target genes	count	z-score	Direction
RETNLB	other	ACTA2, AKT1, BMP1, CAMK2B, CASP3, CCL2, CCL3L3, CCL5, CCR1, CCR2, CCR5, CD86, COL1A1, COL1A2, CTGF, CTSE, DNER, E2F7, ELN, FABP1, FABP4, FAP, FGFR1, FN1, FRZB, FZD1, FZD6, HEY1, IGF1, IL13RA1, IL1B, IL4, IL4R, IRS1, IRS2, JAK1COL1A1, JAK1, KLF15, LAMA1, LMNB1, MAP3K6, MID1, MMP12, MMP2, MSN, MYC, MYCT1, NDN, NR4A1	49.0	5.0	induced
RICTOR	other	G6PC, GCK, HIF1A, IFI16, IFIT2, IFNG, IGFBP1, IL17A, IL7R, IRS2, ISG15, LEPR, LHPP, MCL1, MRPL13, NAT8, NCAM2, NDUFA1, NDUFA10, NDUFA11, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB10, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, NIPAL1, OAS2, OBP2B, PHF11, POMP, PPA1, PPA2, PRKCA, PRKCB, PRKCE, PRKCG, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD6, PSMD7, PSMD8, PSME1, PSME2, PSME3, PSME4, PSMF1, PTEN, PTGS2, RGS16, RORC, RPL10, RPL10A, RPL11, RPL12, RPL13A, RPL14, RPL17, RPL18, RPL21, RPL22, RPL23, RPL26, RPL28, RPL30, RPL35A, RPL38, RPL4, RPL41, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP2, RPS10, RPS11, RPS13, RPS15, RPS18, RPS19, RPS2, RPS21, RPS23, RPS24, RPS26, RPS27A, RPS29, RPS3, RPS4Y1, RPS5, RPS6, RPS8, RPS9, RPSAMCL1, RPSA, RSL24D1, SDHA, SDHB, SDHC, SDHD, SGK1, SHFM1, SLC10A2, SLC25A47, SUCNR1, TCIRG1PHF11, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRHL, UQCRQ, VCAM1AR, ATP12A, ATP4A, ATP4B, ATP5A1, ATP5B, ATP5C1, ATP5D, ATP5F1, ATP5G1, ATP5G2, ATP5G3, ATP5H, ATP5J, ATP5J2, ATP5L, ATP5O, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, BBC3, BCL2L1, BCL2L11, BSG, CD4, CD69, CDC42EP5, CFLAR, COX10, COX11, COX15, COX17, COX4I1, COX4I2, COX5A, COX6A1, COX6A2, COX6B1, COX6B2, COX7A1, COX7A2, COX7A2L, COX7B, COX8A, CYC1	237.0	-8.974	repressed
RIPK2	kinase	ABCA1, ABCG5, ACACA, ACADL, ACADM, ACOX1, ACSL1, ARL5C, CARD6, CCL5, CD36, CD40, CD69, CD86, CLEC4E, CLEC5A, CXCL10, CXCL2, CXCL3, CYP7A1, DGAT1, DGAT2, FABP1, FASN, GPR84, HAMP, HMGCR, ICAM1, IFNB1, IFNG, IL17A, IL2, IL33, IL6, IRG1CLEC4E, IRG1, LDLR, LMO4, MARCKSL1, MCOLN2, MEFV, MTTP, MUC5AC, NFKB2, NOS2, NR1H3ABCA1, PNPLA2, PPARA, PPARD, PPARGC1A, PTGES, RALGDS, RASGRP1, RASGRP3, SCAP, SCD, SELE, SLC27A1, SLC2A6, SOD2, SREBF1	61.0	3.699	induced
RNA polymerase II	complex	CHEK2, CIITA, CKM, COL1A2, CSDC2, CSF1, CSHL1, CXCL2, CXCL8, CXCR4, CXCR5, CYP1A1, CYP1B1, CYP24A1, CYP7A1, CYP8B1, DCTPP1, DDIT3, DDX11, DHFR, DIO1, DKK1, DUSP1, EBAG9, ELK4, ENO1, ERBB2, ERMAP, ESR1, ESRRA, EXOSC8, FABP4, FANCI, FGG, FLT1, FOS, FOSL1, FOSL2, FOXC1, FOXC2, GADD45A, GADD45B, GAPDH, GAST, GBP2, GBP7, GDF15, GHR, GOT1, GPT, HAS2, HBB, HCST, HIST2H4A, HLA-DQA1, HNF1A, HNF4A, HNRNPU, HOXA1, HOXA11, HOXA7, HOXA9, HPRT1, HSD11B2, HSPA1A/HSPA1B, ICAM1, ID1, IFIT1B, IFNGR1, IGDCC3, IGF1, IGFBP1, IGFBP3, IL12B, IL17A, IL17F, IL1B, IL1RN, IL2RA, IL6, INS, JUNB, KCNAB2, KCNF1, KCNJ9, KISS1, KITLG, KMT2A, KPNA2, KSR2, L1CAM, LDLR, MAD2L1, MAL, MAP2K1, MAP2K2, MAPK1, MAPK8, MCM3, MEF2A, MEF2C, MEIS1, MINOS1, MKRN3, MMP2, MMP9, MYC, MYCN, MYOG, NBPF10 (includes others), NCOA3, NFKBIA, NMD3, NOS2, NOS3, NR1H4, NR5A2, OASLGADD45A, OASL, OSGIN1, PBX1, PBX3, PCK1, PCNA, PDZK1, PKLR, PKMYT1, POLB, POLR2A, POMC, PPARG, PPARGC1B, PRLR, PRR15L, PRUNE, PSMB9, PTGS2, PTK2, RAD50, RAD51AP1, RALGDS, RARB, RBBP4, RBBP8, RDM1, RND3, RORC, RPL10A, RPL12, RPL13A, RPRM, RPS21, RPS3, RPS6	154.0	2.219	induced
RORA	ligand-dependent nuclear receptor	ABCA1, ABCD2, ABCG5, ACACB, ACOT2, ACSL4, ACSL6, ACTB, ADGRL1, ADIPOR1, ADIPOR2, AKR1D1, APOA4, APOA5, APOC3, APOE, AQP8, ARNTL, ARSG, ASNS, ATP1B1, B3GALT1, BHMT, CAV3, CCL24, CCL3L3, CCL4, CCL5, CCNB1, CCR6, CD36, CH25H, CISH, CKMT2, CLCA1, CXCL10, CXCL8, CXCR2, CYP19A1, CYP27A1, CYP2A6 (includes others), CYP2B6, CYP2C8, CYP2E1, CYP2F1, CYP39A1, CYP3A5, CYP46A1, CYP4A11, CYP4F8, CYP7B1, CYP8B1, DDC, DHCR24, ELOVL3, ELOVL6, ELOVL7, EPO, FABP3, FASN, FDFT1, GADD45B, GOT1, GSTA5, GSTM2, GSTM4, GSTP1, HMGCR, HPGD, HSD17B3, HSD17B7, HSD3B1, IFNG, IGF1, IGFBP1, IL17A, IL17F, IL18, IL21, IL22, IL23R, IL6ABCA1, PLIN2, POR, PPARGC1A, PPP1R3C, PTGS2, RDH16, RHBG, RORA, RORC, S100A8, S100A9, SCD, SDR9C7, SELENBP1, SEMA3F, SLC13A2, SLC15A4, SLC16A10, SLC16A7, SLC1A2, SLC25A24, SLC29A4, SLC2A13, SLC2A3, SLC2A4, SLC30A10, SLC39A5, SLC41A2, SREBF1, SULF2, SULT1C3, SULT1E1, SULT2A1	115.0	3.443	induced
RORC	ligand-dependent nuclear receptor	ABCD2, ABCG5, ACACB, ACOT2, ACSL6, ADGRL1, AKR1D1, APOA4, APOA5, AQP8, ARNTL, ARSG, ASNS, ATP1B1, B3GALT1, BHMT, BTLA, CCL20, CCL5, CCNB1, CCR6, CD28, CD36, CISH, CKMT2, CSF2, CXCL2, CXCL3, CYP2A6 (includes others), CYP2B6, CYP2C8, CYP2E1, CYP2F1, CYP39A1, CYP3A5, CYP4A11, CYP4F8, CYP7B1, CYP8B1, DDC, DHCR24, ELOVL3, ELOVL6, ELOVL7, FASLG, FDFT1, FOXP3, GADD45B, GSTA5, GSTM2, GSTM4, GSTP1, HIF1A, HMGCR, HPGD, HSD17B3, HSD17B7, HSD3B1, IFNG, IGFBP1, IL12RB1, IL17A, IL17C, IL17F, IL17RA, IL1A, IL1B, IL1R1, IL2, IL21, IL22, IL23R, IL4I1, IL6CISH, IL6, KCNK5, LCN12, LCN2, LPIN2, LRTM1, MC1R, MGST3, NAALAD2, NAPSA, NAT2, NAT8, NNMT, NR1I3, NSDHLABCD2, POR, PPP1R3C, RDH16, REL, RHBG, RORA, RORC, S100A8, S100A9, SDR9C7, SELENBP1, SLC13A2, SLC15A4, SLC16A10, SLC16A7, SLC1A2, SLC25A24, SLC29A4, SLC2A13, SLC2A3, SLC30A10, SLC39A5, SLC41A2, SLC7A2, SPARC, SULF2, SULT1C3, SULT1E1, SULT2A1	118.0	2.407	induced
RRP1B	other	ADCY7, ALDH5A1, ANAPC13, AREG, AURKA, BIRC5, BMP7, BRCA1, BRCA2, CCNA2, CCNB2, CCND1, CCND3, CCNE1, CCNG1, CDC20, CDC25C, CDC6, CDK1, CDKN1A, CDKN2D, CEBPB, CHEK1, CREBBP, PLK1, POLD1, PRKCA, PRKCD, PRKD1, RABIF, RARA, RARG, RBL1, RHOQ, RPA1, RPA2, RPL11, RPL13A, RPL14, RPL19, RPL22, RPL37, RPL37A, RPL39, RPS10, RPS14, RPS26, RPS3, RPS5, RPS9, SERPINE2, SMAD6, SPP1	53.0	0.0	
RUNX1	transcription regulator	ACHE, ALB, BAX, BBC3, BCL2L11, BCL2L12, BGLAP, BLK, BTG2, CCND3, CD160, CD244, CD34, CD4, CD53, CD79A, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CEBPA, CHI3L1, CPA3, CSF1, CSF1R, CSF2, CSF2RA, CTSG, CYP11A1, EP300, EVI5, FAS, FOXP3, FSHB, GATA3, GPAM, HAPLN1, IFNG, IGFBP3, IL10, IL17A, IL2, IL21, IL3, IL4, IL7R, ITGA2, ITGA2B, ITGAL, ITGB3, JUPCHI3L1, JUP, KCTD6, KLRB1, KRT1, MECOM, MET, MMP13, MMP8, MPL, MPO, MYH9, MYL9, NCAM1, NFE2, NFIL3, NR4A3, NTRK1ACHE, PIM2, PMAIP1, PRKCB, PRKCQ, RGCC, RORC, RUNX2, S100A9, SERPINE1, SGPP1, SH3GL1, SLC22A4, SOX5, SOX6, SPI1, SPP1, ST3GAL5, STAT3	86.0	2.8025	induced
RUNX2	transcription regulator	ACTA2, AKT1, ALPL, ALPP, AMBN, AXIN2, BAX, BCL2, BGLAP, BIRC5, BMP2, C4A/C4B, CCND1, CCNE1, CCR2, CCR5, CDH1, CDH2, CDHR5, CDKN1A, CDKN1B, CEBPA, CEBPD, CIITA, COL10A1, COL11A1, COL1A1, COL1A2, COL24A1, CREB3, CSNK2B, CXCL8, CYP19A1, DPYSL3, DSPP, FGF18, FGFR2, FLRT2, FN1, FRA10AC1, FSHB, GADD45B, GALNT3, GDF10, GNAS, HAPLN1, HIF1A, IBSP, IHH, IL20RB, ISL1, ITGAL, ITGB4CIITA, ITGB4, LEF1, LGALS3, LHB, LUM, MEPE, MKI67, MMP13, MMP14, MMP2, MSX2, MYH11, MYOD1, NEXN, NUDT12ACTA2, SMAD6, SNAI1, SNAI2, SOST, SOX5, SOX6, SP7, SPP1, ST3GAL5, SVIL, TAGLN, TCF7, TIMP1, TLN1, TNFRSF11B, TNFSF11, TPM1, TPSAB1/TPSB2, UGCG, VEGFAACTA2, PIK3CB, PLAU, PTK2, RUNX1, RUNX2, SCT, SERPINE1, SGPP1	96.0	2.215	induced
RXRA	ligand-dependent nuclear receptor	ABCA1, ABCB1, ABCB11, ABCB4, ABCC2, ABCC3, ABCD2, ABCG1, ABCG2, ACACA, ACACB, ACADM, ACOX1, ACSL1, ACSL3, ADH1A, ADH1B, ADH1C, AHCY, AKR1C1/AKR1C2, ALDH1A1, ALDH1A2, ALPI, ANGPTL3, APOA1, APOA2, APOA5, APOC3, APOE, APOM, APP, AQP7, ARG2, ARL4C, ASNS, BAAT, BGLAP, BRCA1, C3, CALB1, CAT, CCL17, CCL20, CCL22, CCNA2, CCNB1, CCND1, CCND3, CD36, CD38, CDKN1A, CDKN2A, CDO1, CEBPA, CEBPD, CETP, CGB (includes others), CIDEA, CLMN, CLOCK, COL1A1, CPT1A, CPT1B, CPT2, CRABP2, CRYAA/LOC102724652, CRYAB, CSHL1, CXCL10, CXCR5, CYP1A2, CYP24A1, CYP26A1, CYP27B1, CYP2B6, CYP2C9, CYP3A4, CYP3A5, CYP4A11, CYP7A1, DLK1, DRD2, EHHADH, ENG, EPHX1, EPO, FABP1, FABP2, FABP3, FABP4, FABP5, FABP6, FADS2, FASN, FGF19, FGG, FOS, FOXA1, FOXA3, FTL, GCK, GCLC, GHRHR, GPD1, GPT, GPX1, HADHA, HADHB, HAS2, HCK, HIF1A, HMGCS2, HMOX1, HNF1B, HNF4A, HOXA1, HOXB1, HOXD10, HSD17B4, IER3, IFNG, IGFBP1, IL10, IL12B, IL13, IL2, IL4, IL5, IL6, ILK, INSIG1CETP, INSIG1, KNG1, LPL, LTF, MAOB, MBP, MGP, MID1IP1, MLYCD, MMP11, MPO, MSX2, MYCN, MYL7, NAV2, NDUFC2, NEDD9, NME1, NPC1L1, NPPA, NPPB, NR0B2, NR1D1, NR1H3, NR5A2, NRGN, NTRK1ABCA1, CTSH, SLC51A, SLC51B, SORBS1, SPP1, SREBF1, SREBF2, STAR, STRA6, SULT2A1, TBXA2R, TCF7, TFAP2A, TGFB1, TGFB2, TH, THBD, TK1, TNF, TNFRSF10B, TPP1, TRH, TSLP, TXN, UCP1, UCP3, VEGFA, WEE1ABCA1, PKLR, PLA2G2A, PLD1, PLIN1, PLTP, PNMT, POU1F1, POU5F1, PPARA, PPARD, PPARG, PRL, PTGDS, RARA, RARB, RARG, RBP1, RBP2, REN, RET, RGR, RLBP1, RORA, RORC, RPE65, RXRA, RXRG, S100G, SAT1, SCD, SDC1, SFTPB, SLC10A1, SLC10A2, SLC27A1, SLC27A5, SLC2A2, SLC2A4, SLC34A1	225.0	3.175	induced
Ras	group	GRIN1, GSTP1, HMGA1, HMOX1, IFNG, IGF1, IL11, IL2, IL24, IL4, IVL, JUN, KLF5, LDLR, LHB, LIF, LRAT, MAOB, MAPK3, MET, MITF, MMP1, MMP13, MMP2, MMP9, MUC4, MUC5B, MYC, MYH11, NFKB1, NOS2, NOX1, NPM1, NPPA, NPY, ODC1, PDCD4, PDGFA, PDGFB, PLAU, PLAUR, PLD1, PML, POU3F2, PPARD, PRDM1, PRDX1, PRL, PSMD10, PTEN, PTGES, PTGS2, PVR, RAE1MAOB, RAE1, SERPINE1, SERPINE2, SIN3B, SNAI1, SNAI2, SOD2, SREBF1, STAT1, STAT2, TBP, TFPI2, TG, TNF, TP53ANPEP, ARHGEF2, AURKA, B4GALT1, B4GALT5, BCL2, BCL2L1, BCL2L11, BNIP3, CASP2, CAV1, CCK, CCL2, CCND1, CCND3, CDK6, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDX1, CDX2, CEBPA, CHD5, CLDN4, CSF3R, CTGF, CXCL10, CXCL8	97.0	3.7725	induced
SAMSN1	other	ARID5A, ATM, BATF, BBX, CCL3L3, CCL4, CCND2, CD40, CD70, CITED2, CMPK2, CXCL10, CXCL2, DAB2, DAXX, EDN1, FCER2, FGL2, HBEGF, HDAC1, HDC, HELZ2, IFIT1B, IFIT2, IFIT3, IFNB1, IFNG, IL12A, IL12B, IL15, IL15RA, IL18, IL23A, IL6, INHBA, IRF1, IRF2, IRF7, IRGM, ISG15, ISG20CITED2, ISG20, LHX2, LMO4, LTA, LZTFL1, MARCO, MERTK, NFKBIZ, NMI, OASLHBEGF, OASL, PELI1, PLA1A, PLAT, PML, PTGS2, RBL1, RGCC, RILPL1	60.0	5.854666666666667	induced
SASH1	other	ACPP, ARID5A, ATM, BBX, CCL4, CCND2, CD40, CITED2, CMPK2, CXCL10, DAXX, EDN1, FGL2, HDAC1, HDC, HELZ2, HHEX, IFIT1B, IFIT2, IFIT3, IFNB1, IL12A, IL12B, IL15, IL15RA, IL18, IL6, INHBA, IRF1, IRF7, IRGM, ISG15, ISG20CITED2, ISG20, LMO4, LTA, MARCO, MERTK, MET, NFKBIZ, NMI, OASLHDAC1, OASL, PELI1, PLA1A, PLAT, PML, PTGS2, RBL1, RILPL1	50.0	5.830666666666667	induced
SATB1	transcription regulator	LRRN3, MAFA, MAL, MEF2A, MT1A, MYCL, NCOR1, NFE2L2, NPFF, NR2C2, NR4A2, NUP153, P2RY8, PDCD1, PGR, PIK3IP1, POU3F4, POU4F1, PRKCB, PSMD2, PTGES3, PTGS2, RAG1, RASGRP2, RB1, RELB, RGS1, RIPK1, RPLP0, RPLP1, RUNX1, S1PR1, SELL, SGK1, SIPA1L2, SLC27A2, SMAD3, SP4, SPI1, SS18L1, SUN2, TAF4B, TAOK1, TBX6, TGFA, TMEM117, TMEM2, TMEM241, TNF, TNFRSF8, TNFSF12, TNFSF13BPGR, TNFSF13B, TRIM22, TRPS1, TSC22D3, TSG101, TSLP, TSPAN17, TUBA4A, UBE2L6, UHRF1, VIM, VPS37B, VTA1, WARS, XAF1, YPEL5, ZKSCAN8, ZNF287ABTB1, ACTG1, ACTN1, ADCY3, APC, ARF5, BCL2, BCL2A1, BLNK, BTLA, C17orf59, CCND1, CD40, CD69, CD86, CD8A, CDH1, CDK19, CDKN1A, CEACAM1, CLEC2B, CORO6, CSF2, CSF3R, CTNNA1, CTSD, CYBB	96.0	-2.479	repressed
SB203580	chemical - kinase inhibitor	AANAT, ACOX1, ACTA2, ADAMTS1, ADAMTS4, ADAMTS8, ADAMTS9, ADIPOQ, ADRB2, AGT, AIM2, ALPL, ANXA1, ANXA3, APOBEC3B, APOBEC3G, APOL1, AQP1, AQP4, AQP9, ARG1, ARHGDIB, ATF2, ATF3, ATP5J2, BAX, BCL2, BCL2L11, BDKRB1, BGLAP, BIRC5, BMP2, BMP4, BST2, C3, C3AR1, C4A/C4B, CAMP, CASP10, CAV3, CCK, CCL11, CCL17, CCL2, CCL20, CCL3, CCL4, CCL5, CCL8, CCND1, CCRL2, CD1A, CD2AP, CD40, CD55, CD80, CD83, CD86, CDH2, CDK5R1, CDKN1A, CDKN1B, CDKN2A, CEACAM1, CEBPD, CIITA, CLDN5, CNTF, COL1A1, COL1A2, COL3A1, CREB1, CRP, CSF2, CST7, CTGF, CTSK, CX3CL1, CX3CR1, CXCL1, CXCL10, CXCL11, CXCL3, CXCL8, CXCL9, CYP1A1, CYP1B1, CYP26B1, CYP2J2, DCHS1, DDIT3, DEFB4A/DEFB4B, DUOX2, DUSP1, EDNRB, EFNA1, EGF, EGR1, EHF, EIF2AK2, EMP2, ENO1, EPO, ERP29, ETS2, F3, FABP3, FAS, FASLG, FCER2, FN1, FOS, FOSB, FPR2, FYB, G6PC, GADD45A, GBP2, GDI2, GJA1, GK, GLRX, GMPR, GPI, GSTA4, GSTP1, GZMB, HAS1, HBG1, HCAR3, HIF1A, HMOX1, ICAM1, IDO1, IER3, IFI27, IFI35, IFIT1, IFIT2, IFIT3, IFIT5, IFNG, IGFBP3, IL10, IL11, IL12B, IL13, IL13RA2, IL18, IL1A, IL1B, IL1RN, IL2, IL23A, IL2RA, IL4, IL5, IL6, IQSEC1, IRF7, ISG15, ISG20, ITGA4, ITGAM, IVL, JUN, JUNB, JUNDCIITA, JUND, KDR, KRT23, LIFR, LIMS1, LIPF, LMO2, LOR, MAP2K6, MAPK12, MAPK14, MAPK6, MAT2A, MC1R, MITF, MMP1, MMP10, MMP12, MMP13, MMP2, MMP3, MMP8, MMP9, MSTN, MUC2, MUC5AC, MUC5B, MX1, MXD1, MYC, MYF5, MYH11, MYLPF, MYOD1, MYOG, NAMPT, NEFH, NFKB1, NFKB2, NOS2, NOS3, NPHS1, NPHS2, NPPA, NPPB, NPR1, NQO1, NR4A1FYB, NR4A1, OPRM1, OPTN, P4HA1, PAX2, PCK1, PCP4, PDE4B, PDGFA, PDGFB, PDGFRA, PENK, PLAT, PLAU, PLAUR, POMC, POSTN, PPARA, PPARD, PPARGC1A, PPARGC1B, PPP1R15A, PRDX1, PSMB4, PTGDS, PTGES, PTGS2, PTHLH, RARRES3, RBMS2, RCN3, REL, RELA, RETN, RGS7, RIPK2, RNF149AANAT, SLPI, SMAD3, SNAI1, SNAP23, SOCS3, SOD2, SOD3, SPP1, STAR, STAT1, STC2, STK17B, TAGLN, TCL1A, TGFB1, TGFB2, TGFB3, TGM1, TGM2, THBS1, TIMP1, TIMP2, TIMP3, TLR2, TLR3, TNF, TNFAIP6, TNFRSF11B, TNFSF10, TNFSF11, TP53, TRAF1, TREM1, TRPA1, TRPC6, TRPV1, TWIST1, TYMP, TYR, UBD, UCP2, UCP3, VCAM1, VDR, VEGFA, VEGFC, XDH, XIAP, XYLT1, ZFYVE26AANAT, RNF149, RUNX1, RUNX2, RXRB, S100A10, SECTM1, SELE, SERPINB9, SERPINE1, SERPING1, SGK1, SI, SLC20A1, SLC5A5	317.0	-10.094333333333333	repressed
SCD	enzyme	ABCA1, ACACA, ACACB, ACADL, ACADVL, ACOX1, ADRB3, ANGPTL4, ATF3, BCL2, CCL3L3, CD36, CEBPB, CPT1A, CPT1B, CXCL10, CXCL3, CXCL8, DDIT3, DGAT1, DIO2, FASN, G6PC, GADD45A, GPAM, HERPUD1, HSPA5, IFIT1B, IFNG, IL1B, IL6ABCA1, SPTLC1, SPTLC2, SREBF1, TNF, UCP1, UCP2, UCP3, XBP1ABCA1, PPARD, PPARGC1A, PTPN1, SLC25A14, SLC27A1, SLC2A1	45.0	-2.595	repressed
SFTPA1	transporter	ADRB2, AGR3, AKR1C1/AKR1C2, AMOT, ANGPTL4, ANKRD35, ANPEP, ARRB2, CCL3, CDH10, CLEC1B, COL1A1, CRLF1, CTGF, CXCL2, CXCL3, CXCL5, CYP1B1, CYR61, ECM1, EGR1, ERN1, ESM1, EVI2B, FAM183A, FOS, FOSB, FOXP3, FRMD6, FZD8, GABRP, GFPT2, GPR68, GSTO2, GUCY1A3, HBA1/HBA2, HBEGF, HBG1, HBG2, HSPA6, IL10, IL1A, IL1B, IL1RL1, IL2, IL2RA, IL6CLEC1B, IL6, KCNMB4, KLF2, LGALS7/LGALS7B, LOX, LRIG1, MAP1B, MRC1, MYC, NAMPT	57.0	-2.84	repressed
SHH	peptidase	ABCG2, ADAMTS1, ALAD, AMD1, AMH, ANGPT1, ANGPT2, ASCL1, ATF5, BAX, BCAR1, BCL2, BMP2, BMP4, BMPR1B, BRCA1, CALCB, CAV1, CCND1, CCND2, CCNE1, CCNG2, CD69, CDC25A, CHEK1, CNBP, COL10A1, CTPS1, DDC, DHFR, DLX2, DLX5, DTX1, EGFR, EHBP1, EIF2AK3, EMX1, EPHB4, ERBB4, FGF10, FGF19, FGF3, FGF8, FN1, FOXA1, FOXA2, FOXC2, FOXD1, FOXF1, GATA2, GATA4, GBX2, GDNF, GLI1, GLI2, GPC1, GSX2, H2AFX, HAND2, HELLS, HES5, HEY1, HEY2, HHIP, HK2, HMGA1, HOXA13, HOXD11, HOXD13, ID1, IFNG, IGF1, IGF2, IGFBP5, IL10, IL2, IL2RA, IL4, IL6, IMPDH2CHEK1, IMPDH2, LASP1, LFNG, LHX3, LMX1A, MAGI1, MCM2, MCM3, MCM5, MCM6, MEF2C, MSX1, MYBBP1A, MYC, MYCN, MYF5, MYOD1, NES, NEUROG1, NKX2-1, NKX2-2, NKX2-5, NKX3-2, NODAL, NOS3, NPY, NR2F2, NR4A1GATA2, NR4A1, OCLN, OLIG1, OLIG2, OTX1, OTX2, PAX1, PAX2, PAX3, PAX6, PAX9, PCNA, PDGFRA, PDX1, PGF, PITX2, PLAT, PMP22, POU3F4, PSMC3IP, PTCH1, PTCH2, PTHLH, PVR, PYCR2, RAD51, RFC3, RPA2MAGI1, RPA2, RUNX2, SALL1, SERPINE1, SFRP1, SFRP2, SHH, SLC29A1, SMAD1, SNAI2, SOSTDC1, SOX9, SP7, SPP1, SREBF1, SRM, STMN3, TBX1, TFDP1, TGFB2, TGFB3, TH, THBD, TJP1	160.0	5.5255	induced
SIM1	transcription regulator	ABCG1, ABI1, ADAM28, AGER, AKR1B1, ALAS2, ANG, ANGPT2, ANGPTL4, AOX1, APOA5, APOC4, APOE, AQP4, AQP7, ARID1A, ARNT2, AVP, BAG6, BPIFA2, BST1, CACNG1, CALB2, CAMLG, CASC3, CBFB, CCR1, CCS, CD86, CDH3, CELF2, CFL2, CHRM4, CHRNE, CLCN1, CMC4, CMKLR1, CNOT7, COL11A1, COL12A1, COPZ2, CPXM2, CRH, CRISP2, CRYGD, CXCR5, CYBA, DLL1, DNASE1, EGF, EGFR, EGR1, EIF5A, ELK4, ELL2, EPO, EYA1, FCGR2A, FGF17, FHIT, FIGLA, FKBP3, FNBP1, FOXH1, GABRA6, GALNT4, GATA2, GDNF, GLI1, GLUL, GMCL1, GPX3, GRIN1, GRM8, GSTA3, GTF3A, GUCY2C, GZMH, HGFAC, HLA-A, HOMER1, ICAM1, ICMT, IFI16, IFNA4, IGFBP4, IL5, IL6R, ITGB3, ITIH3, JAK2CFL2, JAK2, KCNE5, KCNJ15, KCNQ1, KLK3, KRT5, LAMA2, LAMB3, LCAT, LCP1, LDB2, LEP, LHX8, LIFR, LRRFIP1, LTF, MC3R, MCM7, MDM4, MRPL37, MSC, MTPN, MYCL, MYH6, MYH7, NAALAD2, NACA, NAP1L4, NDUFA1, NFATC2, NFE2, NGEF, NKX6-2, NMBR, NR5A1, NUDC, OAZ1ABCG1, PKIB, PLA2G5, PLCB1, PLP1, PMFBP1, POLD4, POSTN, POU3F2, POU5F1, PTPN22, RBL2, RGS10, ROBO3, RYR2, S100G, SELENBP1, SEMA5B, SERPINA5, SHH, SIN3B, SIRT1, SLC12A3, SLC17A1, SMAD3, SMARCD2, SNN, SNX5, SOX10, SPRR1A, SRSF1, SST, ST6GALNAC6, ST8SIA5, STRN, SYT7, SYT9, TACR2	165.0	9.3555	induced
SLC25A13	transporter	ABCC4, ACLY, ACOT2, ADGRF1, AGPAT9, AIM1L, ALPL, ANXA2, APOA4, APP, ASNS, BCL6, C11orf86, C6, C8A, C9, CAMK2N2, CCND1, CD248, CD36, CD63, CGREF1, CHRNA4, CLCA1, CPNE8, CXCL13, CYP2B6, CYP2C8, CYP4A22, PI4K2B, PIAS3, PRIMA1, PSAT1, PTK2B, RARRES1, SERPINA3, SERPINA7, SERPINB1, SERPINE2, SLC17A1, SUCNR1, SUSD4	42.0	0.0	
SMAD2	transcription regulator	ACTA2, BCL2L11, BGLAP, BGN, CCNG2, CDH1, CDH2, CDH5, CDKN1A, CDKN2A, CDKN2B, CDX2, COL2A1, CTGF, DAPK1, FGF8, FLT1, FOXP3, FSHB, FSTL3, FURIN, GADD45B, GNRHR, GSC, GZMB, HAS2, HES1, HHEX, HMOX1, IFNG, IL2, IL4, IL6, IL6R, IL9, INPP5D, IRX1, ITGB1COL2A1, ITGB1, LEFTY2, MET, MIXL1, MMP13, MMP2, MMP9, MUC4, MYF5, NANOG, NOS3	49.0	3.2655000000000003	induced
